#EXPORTTYPE:                 ,DATA ALL                                                      
#FILE:                       ,PYRO_MDF_30_900_N2_30Kmin_recal_02.ngb-ds3                    
#FORMAT:                     ,NETZSCH5                                                      
#FTYPE:                      ,ANSI                                                          
#IDENTITY:                   ,pyro_30_900_N2_30Kmin_02                                      
#DECIMAL:                    ,POINT                                                         
#SEPARATOR:                  ,COMMA                                                         
#MTYPE:                      ,DSC                                                           
#INSTRUMENT:                 ,NETZSCH STA 449F3                                             
#PROJECT:                    ,pyroboard                                                     
#DATE/TIME:                  ,19.02.2021 18:19:38 (UTC+1)                                   
#CORR. FILE:                 ,Correction for method PYROBOARD_30_900_N2_30Kmin_Recal_cooling
#TEMPCAL:                    ,06-01-2021 09:50                                              
#SENSITIVITY:                ,06-01-2021 10:22                                              
#LABORATORY:                 ,TUPO                                                          
#OPERATOR:                   ,LH                                                            
#REMARK:                     ,                                                              
#SAMPLE:                     ,pyro_30_900_N2_30Kmin_02                                      
#SAMPLE MASS /mg:            ,10.3487                                                       
#MATERIAL:                   ,MDF                                                           
#REFERENCE:                  ,-----                                                         
#REFERENCE MASS /mg:         ,0                                                             
#TYPE OF CRUCIBLE:           ,Al2O3 85 µl, open                                             
#SAMPLE CRUCIBLE MASS /mg:   ,132.8318                                                      
#REFERENCE CRUCIBLE MASS /mg:,136.50                                                        
#DSC RANGE /µV:              ,5000                                                          
#TG RANGE /mg:               ,35000                                                         
#TAU-R:                      ,---                                                           
#CORR. CODE:                 ,020                                                           
#EXO:                        ,-1                                                            
#RANGE:                      ,30°C/30.0(K/min)/900°C                                        
#SEGMENT:                    ,S2/4                                                          
#SEG. 2:                     ,30°C/30.0(K/min)/900°C                                        

##Temp./°C,Time/min,DSC/(mW/mg),Mass/%,Gas Flow(purge2)/(ml/min),Gas Flow(protective)/(ml/min),Sensit./(uV/mW)
253.94501,12.44000,      0.83169, 93.95172,50.00000,20.00000,4.78635
254.24600,12.45000,      0.82895, 93.91819,50.00000,20.00000,4.78511
254.55099,12.46000,      0.82616, 93.87712,50.00000,20.00000,4.78385
254.85600,12.47000,      0.82334, 93.85016,50.00000,20.00000,4.78259
255.16200,12.48000,      0.82049, 93.82097,50.00000,20.00000,4.78133
255.46500,12.49000,      0.81770, 93.78967,50.00000,20.00000,4.78008
255.77200,12.50000,      0.81481, 93.75295,50.00000,20.00000,4.77882
256.07501,12.51000,      0.81189, 93.72811,50.00000,20.00000,4.77757
256.37900,12.52000,      0.80908, 93.69999,50.00000,20.00000,4.77632
256.68399,12.53000,      0.80627, 93.66762,50.00000,20.00000,4.77506
256.98801,12.54000,      0.80336, 93.62655,50.00000,20.00000,4.77381
257.29300,12.55000,      0.80049, 93.59737,50.00000,20.00000,4.77255
257.59900,12.56000,      0.79757, 93.56384,50.00000,20.00000,4.77129
257.90601,12.57000,      0.79477, 93.52500,50.00000,20.00000,4.77003
258.20901,12.58000,      0.79204, 93.48074,50.00000,20.00000,4.76878
258.51401,12.59000,      0.78903, 93.45262,50.00000,20.00000,4.76753
258.82300,12.60000,      0.78608, 93.42131,50.00000,20.00000,4.76626
259.12701,12.61000,      0.78318, 93.38459,50.00000,20.00000,4.76500
259.43100,12.62000,      0.78023, 93.34352,50.00000,20.00000,4.76375
259.73401,12.63000,      0.77734, 93.31434,50.00000,20.00000,4.76251
260.04099,12.64000,      0.77446, 93.27975,50.00000,20.00000,4.76124
260.34698,12.65000,      0.77134, 93.24515,50.00000,20.00000,4.75999
260.65302,12.66000,      0.76847, 93.21385,50.00000,20.00000,4.75873
260.95999,12.67000,      0.76567, 93.18573,50.00000,20.00000,4.75747
261.26300,12.68000,      0.76282, 93.15336,50.00000,20.00000,4.75622
261.57101,12.69000,      0.75987, 93.11770,50.00000,20.00000,4.75495
261.87799,12.70000,      0.75694, 93.07663,50.00000,20.00000,4.75369
262.18301,12.71000,      0.75410, 93.04755,50.00000,20.00000,4.75244
262.48700,12.72000,      0.75132, 93.01508,50.00000,20.00000,4.75119
262.79300,12.73000,      0.74828, 92.97942,50.00000,20.00000,4.74993
263.09799,12.74000,      0.74543, 92.93835,50.00000,20.00000,4.74868
263.40500,12.75000,      0.74254, 92.90927,50.00000,20.00000,4.74742
263.71100,12.76000,      0.73968, 92.87467,50.00000,20.00000,4.74616
264.01599,12.77000,      0.73670, 92.83467,50.00000,20.00000,4.74491
264.32401,12.78000,      0.73379, 92.78935,50.00000,20.00000,4.74364
264.62900,12.79000,      0.73098, 92.75582,50.00000,20.00000,4.74239
264.93399,12.80000,      0.72814, 92.72016,50.00000,20.00000,4.74114
265.24100,12.81000,      0.72541, 92.67909,50.00000,20.00000,4.73988
265.54700,12.82000,      0.72262, 92.63590,50.00000,20.00000,4.73863
265.85300,12.83000,      0.71973, 92.60672,50.00000,20.00000,4.73737
266.16000,12.84000,      0.71682, 92.57328,50.00000,20.00000,4.73611
266.46600,12.85000,      0.71398, 92.53434,50.00000,20.00000,4.73485
266.77200,12.86000,      0.71114, 92.48902,50.00000,20.00000,4.73360
267.07700,12.87000,      0.70828, 92.45549,50.00000,20.00000,4.73235
267.38400,12.88000,      0.70546, 92.41771,50.00000,20.00000,4.73109
267.69000,12.89000,      0.70272, 92.37452,50.00000,20.00000,4.72984
267.99600,12.90000,      0.70000, 92.32591,50.00000,20.00000,4.72858
268.30301,12.91000,      0.69718, 92.29460,50.00000,20.00000,4.72732
268.60800,12.92000,      0.69435, 92.25895,50.00000,20.00000,4.72607
268.91501,12.93000,      0.69179, 92.21894,50.00000,20.00000,4.72482
269.22198,12.94000,      0.68912, 92.17565,50.00000,20.00000,4.72356
269.52802,12.95000,      0.68610, 92.15410,50.00000,20.00000,4.72230
269.83499,12.96000,      0.68327, 92.11845,50.00000,20.00000,4.72105
270.13800,12.97000,      0.68051, 92.07854,50.00000,20.00000,4.71981
270.44601,12.98000,      0.67798, 92.03206,50.00000,20.00000,4.71855
270.75000,12.99000,      0.67533, 91.99969,50.00000,20.00000,4.71730
271.05801,13.00000,      0.67266, 91.96287,50.00000,20.00000,4.71604
271.36401,13.01000,      0.66998, 91.92074,50.00000,20.00000,4.71479
271.67200,13.02000,      0.66722, 91.87213,50.00000,20.00000,4.71353
271.97501,13.03000,      0.66458, 91.83648,50.00000,20.00000,4.71229
272.28101,13.04000,      0.66208, 91.79870,50.00000,20.00000,4.71104
272.58600,13.05000,      0.65936, 91.75444,50.00000,20.00000,4.70979
272.89401,13.06000,      0.65654, 91.70361,50.00000,20.00000,4.70853
273.19901,13.07000,      0.65376, 91.66689,50.00000,20.00000,4.70728
273.50500,13.08000,      0.65135, 91.62698,50.00000,20.00000,4.70603
273.81201,13.09000,      0.64875, 91.58263,50.00000,20.00000,4.70478
274.11600,13.10000,      0.64610, 91.53190,50.00000,20.00000,4.70353
274.42300,13.11000,      0.64349, 91.49624,50.00000,20.00000,4.70228
274.72900,13.12000,      0.64084, 91.45518,50.00000,20.00000,4.70103
275.03601,13.13000,      0.63828, 91.40763,50.00000,20.00000,4.69977
275.34100,13.14000,      0.63571, 91.35362,50.00000,20.00000,4.69853
275.64700,13.15000,      0.63308, 91.31477,50.00000,20.00000,4.69728
275.95200,13.16000,      0.63047, 91.27158,50.00000,20.00000,4.69603
276.26001,13.17000,      0.62783, 91.22404,50.00000,20.00000,4.69478
276.56601,13.18000,      0.62525, 91.17002,50.00000,20.00000,4.69353
276.87000,13.19000,      0.62271, 91.13001,50.00000,20.00000,4.69229
277.17300,13.20000,      0.62030, 91.08682,50.00000,20.00000,4.69105
277.48099,13.21000,      0.61767, 91.04150,50.00000,20.00000,4.68979
277.78500,13.22000,      0.61503, 90.98961,50.00000,20.00000,4.68855
278.09100,13.23000,      0.61247, 90.95076,50.00000,20.00000,4.68730
278.39801,13.24000,      0.60999, 90.90641,50.00000,20.00000,4.68605
278.70200,13.25000,      0.60753, 90.85462,50.00000,20.00000,4.68481
279.00699,13.26000,      0.60500, 90.79413,50.00000,20.00000,4.68357
279.31201,13.27000,      0.60239, 90.75084,50.00000,20.00000,4.68232
279.61899,13.28000,      0.59979, 90.70329,50.00000,20.00000,4.68107
279.92099,13.29000,      0.59727, 90.65150,50.00000,20.00000,4.67984
280.22800,13.30000,      0.59472, 90.59314,50.00000,20.00000,4.67859
280.53299,13.31000,      0.59217, 90.55207,50.00000,20.00000,4.67735
280.83701,13.32000,      0.58957, 90.50781,50.00000,20.00000,4.67611
281.14200,13.33000,      0.58704, 90.45592,50.00000,20.00000,4.67487
281.44800,13.34000,      0.58450, 90.39659,50.00000,20.00000,4.67362
281.75201,13.35000,      0.58196, 90.35224,50.00000,20.00000,4.67238
282.05701,13.36000,      0.57948, 90.30682,50.00000,20.00000,4.67114
282.36099,13.37000,      0.57688, 90.26044,50.00000,20.00000,4.66991
282.66400,13.38000,      0.57427, 90.19666,50.00000,20.00000,4.66867
282.96899,13.39000,      0.57161, 90.15241,50.00000,20.00000,4.66743
283.27399,13.40000,      0.56905, 90.10274,50.00000,20.00000,4.66619
283.57700,13.41000,      0.56640, 90.04650,50.00000,20.00000,4.66496
283.88400,13.42000,      0.56374, 89.98176,50.00000,20.00000,4.66371
284.18600,13.43000,      0.56136, 89.93421,50.00000,20.00000,4.66248
284.48901,13.44000,      0.55861, 89.88020,50.00000,20.00000,4.66125
284.79700,13.45000,      0.55590, 89.81864,50.00000,20.00000,4.66000
285.10101,13.46000,      0.55323, 89.74627,50.00000,20.00000,4.65876
285.40201,13.47000,      0.55056, 89.69757,50.00000,20.00000,4.65754
285.70801,13.48000,      0.54787, 89.64365,50.00000,20.00000,4.65630
286.01199,13.49000,      0.54518, 89.58200,50.00000,20.00000,4.65506
286.31201,13.50000,      0.54238, 89.51503,50.00000,20.00000,4.65384
286.61700,13.51000,      0.53956, 89.46643,50.00000,20.00000,4.65260
286.92099,13.52000,      0.53677, 89.41241,50.00000,20.00000,4.65137
287.22501,13.53000,      0.53415, 89.35298,50.00000,20.00000,4.65013
287.52701,13.54000,      0.53141, 89.28496,50.00000,20.00000,4.64891
287.83301,13.55000,      0.52849, 89.23635,50.00000,20.00000,4.64767
288.13501,13.56000,      0.52563, 89.18127,50.00000,20.00000,4.64644
288.44000,13.57000,      0.52272, 89.12397,50.00000,20.00000,4.64520
288.74200,13.58000,      0.51979, 89.05807,50.00000,20.00000,4.64398
289.04599,13.59000,      0.51688, 89.00627,50.00000,20.00000,4.64275
289.34601,13.60000,      0.51391, 88.94897,50.00000,20.00000,4.64153
289.64801,13.61000,      0.51086, 88.88529,50.00000,20.00000,4.64030
289.95300,13.62000,      0.50777, 88.81176,50.00000,20.00000,4.63907
290.25699,13.63000,      0.50473, 88.75774,50.00000,20.00000,4.63784
290.55899,13.64000,      0.50183, 88.69619,50.00000,20.00000,4.63661
290.86099,13.65000,      0.49878, 88.62603,50.00000,20.00000,4.63539
291.16299,13.66000,      0.49555, 88.54709,50.00000,20.00000,4.63417
291.46399,13.67000,      0.49233, 88.48988,50.00000,20.00000,4.63295
291.76700,13.68000,      0.48916, 88.42292,50.00000,20.00000,4.63172
292.06900,13.69000,      0.48587, 88.35276,50.00000,20.00000,4.63050
292.37299,13.70000,      0.48257, 88.27275,50.00000,20.00000,4.62927
292.67300,13.71000,      0.47934, 88.21767,50.00000,20.00000,4.62805
292.97601,13.72000,      0.47604, 88.15718,50.00000,20.00000,4.62683
293.27600,13.73000,      0.47267, 88.08915,50.00000,20.00000,4.62561
293.58200,13.74000,      0.46937, 88.01243,50.00000,20.00000,4.62437
293.88199,13.75000,      0.46602, 87.95629,50.00000,20.00000,4.62316
294.18500,13.76000,      0.46267, 87.89251,50.00000,20.00000,4.62193
294.48599,13.77000,      0.45901, 87.81907,50.00000,20.00000,4.62072
294.78699,13.78000,      0.45542, 87.73375,50.00000,20.00000,4.61950
295.08600,13.79000,      0.45192, 87.67326,50.00000,20.00000,4.61829
295.38901,13.80000,      0.44835, 87.60523,50.00000,20.00000,4.61707
295.69101,13.81000,      0.44478, 87.52744,50.00000,20.00000,4.61585
295.99301,13.82000,      0.44103, 87.43883,50.00000,20.00000,4.61463
296.29401,13.83000,      0.43733, 87.38269,50.00000,20.00000,4.61341
296.59500,13.84000,      0.43362, 87.31998,50.00000,20.00000,4.61220
296.89600,13.85000,      0.42985, 87.24219,50.00000,20.00000,4.61098
297.19501,13.86000,      0.42613, 87.15368,50.00000,20.00000,4.60977
297.49500,13.87000,      0.42232, 87.09096,50.00000,20.00000,4.60856
297.79700,13.88000,      0.41846, 87.02081,50.00000,20.00000,4.60734
298.09799,13.89000,      0.41456, 86.94080,50.00000,20.00000,4.60613
298.39999,13.90000,      0.41055, 86.84900,50.00000,20.00000,4.60491
298.69901,13.91000,      0.40661, 86.78416,50.00000,20.00000,4.60370
299.00101,13.92000,      0.40268, 86.71072,50.00000,20.00000,4.60249
299.29901,13.93000,      0.39867, 86.62752,50.00000,20.00000,4.60129
299.60001,13.94000,      0.39452, 86.53254,50.00000,20.00000,4.60007
299.90201,13.95000,      0.39053, 86.46548,50.00000,20.00000,4.59885
300.20099,13.96000,      0.38643, 86.39097,50.00000,20.00000,4.59765
300.49899,13.97000,      0.38237, 86.31000,50.00000,20.00000,4.59645
300.79901,13.98000,      0.37808, 86.21926,50.00000,20.00000,4.59524
301.09799,13.99000,      0.37394, 86.15220,50.00000,20.00000,4.59404
301.39899,14.00000,      0.36988, 86.07876,50.00000,20.00000,4.59282
301.69800,14.01000,      0.36560, 85.99344,50.00000,20.00000,4.59162
302.00201,14.02000,      0.36136, 85.89294,50.00000,20.00000,4.59040
302.29999,14.03000,      0.35705, 85.82057,50.00000,20.00000,4.58920
302.59799,14.04000,      0.35276, 85.74287,50.00000,20.00000,4.58800
302.89801,14.05000,      0.34853, 85.65639,50.00000,20.00000,4.58679
303.19601,14.06000,      0.34415, 85.56131,50.00000,20.00000,4.58559
303.49701,14.07000,      0.33973, 85.50188,50.00000,20.00000,4.58438
303.79401,14.08000,      0.33551, 85.42525,50.00000,20.00000,4.58319
304.09399,14.09000,      0.33130, 85.33558,50.00000,20.00000,4.58198
304.39301,14.10000,      0.32689, 85.23189,50.00000,20.00000,4.58078
304.69000,14.11000,      0.32245, 85.15836,50.00000,20.00000,4.57959
304.99100,14.12000,      0.31867, 85.07526,50.00000,20.00000,4.57838
305.28699,14.13000,      0.31479, 84.98017,50.00000,20.00000,4.57719
305.58899,14.14000,      0.31081, 84.87214,50.00000,20.00000,4.57597
305.88699,14.15000,      0.30659, 84.79648,50.00000,20.00000,4.57478
306.18399,14.16000,      0.30224, 84.71009,50.00000,20.00000,4.57359
306.48499,14.17000,      0.29785, 84.61288,50.00000,20.00000,4.57238
306.78400,14.18000,      0.29357, 84.50485,50.00000,20.00000,4.57118
307.08099,14.19000,      0.28930, 84.42919,50.00000,20.00000,4.56999
307.38000,14.20000,      0.28495, 84.34492,50.00000,20.00000,4.56879
307.67700,14.21000,      0.28067, 84.24994,50.00000,20.00000,4.56759
307.97699,14.22000,      0.27638, 84.14190,50.00000,20.00000,4.56639
308.27399,14.23000,      0.27211, 84.06518,50.00000,20.00000,4.56520
308.57199,14.24000,      0.26785, 83.98092,50.00000,20.00000,4.56400
308.87000,14.25000,      0.26364, 83.88477,50.00000,20.00000,4.56281
309.16901,14.26000,      0.25943, 83.77461,50.00000,20.00000,4.56161
309.46600,14.27000,      0.25513, 83.69576,50.00000,20.00000,4.56042
309.76599,14.28000,      0.25065, 83.60821,50.00000,20.00000,4.55922
310.06201,14.29000,      0.24664, 83.50994,50.00000,20.00000,4.55803
310.35800,14.30000,      0.24248, 83.39650,50.00000,20.00000,4.55685
310.65799,14.31000,      0.23815, 83.31552,50.00000,20.00000,4.55565
310.95599,14.32000,      0.23381, 83.22691,50.00000,20.00000,4.55446
311.25201,14.33000,      0.22972, 83.12642,50.00000,20.00000,4.55327
311.54999,14.34000,      0.22568, 83.01297,50.00000,20.00000,4.55208
311.84500,14.35000,      0.22168, 82.93093,50.00000,20.00000,4.55090
312.14401,14.36000,      0.21764, 82.83691,50.00000,20.00000,4.54970
312.44101,14.37000,      0.21351, 82.73004,50.00000,20.00000,4.54851
312.73599,14.38000,      0.20943, 82.60790,50.00000,20.00000,4.54733
313.03400,14.39000,      0.20559, 82.52151,50.00000,20.00000,4.54614
313.33200,14.40000,      0.20171, 82.42536,50.00000,20.00000,4.54495
313.62601,14.41000,      0.19795, 82.32062,50.00000,20.00000,4.54378
313.92499,14.42000,      0.19405, 82.20282,50.00000,20.00000,4.54258
314.22501,14.43000,      0.19026, 82.11750,50.00000,20.00000,4.54138
314.51999,14.44000,      0.18662, 82.02348,50.00000,20.00000,4.54021
314.81900,14.45000,      0.18293, 81.91660,50.00000,20.00000,4.53901
315.11600,14.46000,      0.17908, 81.79340,50.00000,20.00000,4.53783
315.41199,14.47000,      0.17546, 81.71242,50.00000,20.00000,4.53664
315.70700,14.48000,      0.17196, 81.61956,50.00000,20.00000,4.53547
316.00500,14.49000,      0.16846, 81.51259,50.00000,20.00000,4.53428
316.30200,14.50000,      0.16511, 81.39161,50.00000,20.00000,4.53309
316.59900,14.51000,      0.16163, 81.30629,50.00000,20.00000,4.53191
316.89401,14.52000,      0.15821, 81.21120,50.00000,20.00000,4.53073
317.19000,14.53000,      0.15503, 81.10211,50.00000,20.00000,4.52955
317.48599,14.54000,      0.15178, 80.97571,50.00000,20.00000,4.52837
317.78201,14.55000,      0.14853, 80.88498,50.00000,20.00000,4.52719
318.08200,14.56000,      0.14535, 80.78342,50.00000,20.00000,4.52600
318.37500,14.57000,      0.14237, 80.66891,50.00000,20.00000,4.52483
318.67300,14.58000,      0.13931, 80.53924,50.00000,20.00000,4.52364
318.96899,14.59000,      0.13633, 80.44744,50.00000,20.00000,4.52247
319.26401,14.60000,      0.13345, 80.34704,50.00000,20.00000,4.52129
319.55899,14.61000,      0.13068, 80.23359,50.00000,20.00000,4.52012
319.85699,14.62000,      0.12779, 80.10392,50.00000,20.00000,4.51893
320.15399,14.63000,      0.12497, 80.00999,50.00000,20.00000,4.51775
320.44901,14.64000,      0.12252, 79.90515,50.00000,20.00000,4.51658
320.74500,14.65000,      0.11981, 79.78639,50.00000,20.00000,4.51540
321.03900,14.66000,      0.11736, 79.65024,50.00000,20.00000,4.51423
321.33499,14.67000,      0.11472, 79.55515,50.00000,20.00000,4.51305
321.63300,14.68000,      0.11237, 79.45041,50.00000,20.00000,4.51187
321.92599,14.69000,      0.11022, 79.33261,50.00000,20.00000,4.51070
322.22501,14.70000,      0.10795, 79.19762,50.00000,20.00000,4.50952
322.51999,14.71000,      0.10567, 79.10147,50.00000,20.00000,4.50834
322.81299,14.72000,      0.10355, 78.99557,50.00000,20.00000,4.50718
323.11099,14.73000,      0.10152, 78.87459,50.00000,20.00000,4.50600
323.40701,14.74000, 9.958331e-02, 78.73524,50.00000,20.00000,4.50482
323.70401,14.75000, 9.756317e-02, 78.63697,50.00000,20.00000,4.50364
323.99799,14.76000, 9.565633e-02, 78.52788,50.00000,20.00000,4.50248
324.29401,14.77000, 9.397796e-02, 78.40680,50.00000,20.00000,4.50130
324.58899,14.78000, 9.216756e-02, 78.26417,50.00000,20.00000,4.50013
324.88501,14.79000, 9.048740e-02, 78.16484,50.00000,20.00000,4.49896
325.18100,14.80000, 8.882274e-02, 78.05468,50.00000,20.00000,4.49778
325.47699,14.81000, 8.738674e-02, 77.93147,50.00000,20.00000,4.49661
325.77399,14.82000, 8.590086e-02, 77.79436,50.00000,20.00000,4.49543
326.06699,14.83000, 8.436469e-02, 77.70149,50.00000,20.00000,4.49427
326.36200,14.84000, 8.271301e-02, 77.60525,50.00000,20.00000,4.49310
326.65601,14.85000, 8.147071e-02, 77.48427,50.00000,20.00000,4.49194
326.95401,14.86000, 8.031012e-02, 77.34493,50.00000,20.00000,4.49076
327.24799,14.87000, 7.919790e-02, 77.24550,50.00000,20.00000,4.48960
327.54401,14.88000, 7.818379e-02, 77.13427,50.00000,20.00000,4.48842
327.83701,14.89000, 7.703751e-02, 77.00576,50.00000,20.00000,4.48726
328.13501,14.90000, 7.589096e-02, 76.85878,50.00000,20.00000,4.48608
328.42801,14.91000, 7.526950e-02, 76.75510,50.00000,20.00000,4.48493
328.72400,14.92000, 7.435194e-02, 76.63953,50.00000,20.00000,4.48375
329.02100,14.93000, 7.345041e-02, 76.50985,50.00000,20.00000,4.48258
329.31699,14.94000, 7.253189e-02, 76.36297,50.00000,20.00000,4.48141
329.60901,14.95000, 7.185946e-02, 76.25929,50.00000,20.00000,4.48026
329.90500,14.96000, 7.118693e-02, 76.14362,50.00000,20.00000,4.47909
330.20001,14.97000, 7.048106e-02, 76.01404,50.00000,20.00000,4.47792
330.49301,14.98000, 6.987350e-02, 75.86600,50.00000,20.00000,4.47676
330.79199,14.99000, 6.944718e-02, 75.76125,50.00000,20.00000,4.47558
331.08499,15.00000, 6.902027e-02, 75.64568,50.00000,20.00000,4.47443
331.38101,15.01000, 6.854388e-02, 75.51601,50.00000,20.00000,4.47326
331.67401,15.02000, 6.814947e-02, 75.36700,50.00000,20.00000,4.47210
331.97000,15.03000, 6.788695e-02, 75.26003,50.00000,20.00000,4.47093
332.26300,15.04000, 6.777256e-02, 75.14224,50.00000,20.00000,4.46978
332.56000,15.05000, 6.757585e-02, 75.00725,50.00000,20.00000,4.46861
332.85300,15.06000, 6.716427e-02, 74.85496,50.00000,20.00000,4.46745
333.14899,15.07000, 6.701675e-02, 74.74693,50.00000,20.00000,4.46628
333.44299,15.08000, 6.700113e-02, 74.62807,50.00000,20.00000,4.46512
333.73901,15.09000, 6.685348e-02, 74.49308,50.00000,20.00000,4.46396
334.03400,15.10000, 6.687089e-02, 74.33750,50.00000,20.00000,4.46280
334.32901,15.11000, 6.692136e-02, 74.23053,50.00000,20.00000,4.46163
334.62299,15.12000, 6.697179e-02, 74.11284,50.00000,20.00000,4.46048
334.91699,15.13000, 6.713796e-02, 73.97881,50.00000,20.00000,4.45932
335.21201,15.14000, 6.742004e-02, 73.82652,50.00000,20.00000,4.45816
335.50800,15.15000, 6.755345e-02, 73.71743,50.00000,20.00000,4.45699
335.80301,15.16000, 6.776959e-02, 73.59538,50.00000,20.00000,4.45583
336.09500,15.17000, 6.813461e-02, 73.45604,50.00000,20.00000,4.45468
336.39099,15.18000, 6.843384e-02, 73.29824,50.00000,20.00000,4.45352
336.68701,15.19000, 6.876633e-02, 73.18809,50.00000,20.00000,4.45235
336.98099,15.20000, 6.918169e-02, 73.06498,50.00000,20.00000,4.45120
337.27600,15.21000, 6.966359e-02, 72.93646,50.00000,20.00000,4.45004
337.57199,15.22000, 7.031151e-02, 72.78301,50.00000,20.00000,4.44888
337.86499,15.23000, 7.087669e-02, 72.67169,50.00000,20.00000,4.44772
338.16299,15.24000, 7.142591e-02, 72.54859,50.00000,20.00000,4.44655
338.45599,15.25000, 7.200825e-02, 72.40818,50.00000,20.00000,4.44540
338.74899,15.26000, 7.267384e-02, 72.24826,50.00000,20.00000,4.44425
339.04501,15.27000, 7.333997e-02, 72.13704,50.00000,20.00000,4.44309
339.34100,15.28000, 7.417240e-02, 72.01171,50.00000,20.00000,4.44193
339.63699,15.29000, 7.492226e-02, 71.86802,50.00000,20.00000,4.44077
339.92801,15.30000, 7.558915e-02, 71.70597,50.00000,20.00000,4.43963
340.22400,15.31000, 7.645603e-02, 71.59146,50.00000,20.00000,4.43847
340.51801,15.32000, 7.729000e-02, 71.46294,50.00000,20.00000,4.43731
340.81400,15.33000, 7.822425e-02, 71.31713,50.00000,20.00000,4.43615
341.10599,15.34000, 7.910883e-02, 71.15508,50.00000,20.00000,4.43501
341.40302,15.35000, 8.004410e-02, 71.04057,50.00000,20.00000,4.43384
341.69699,15.36000, 8.087984e-02, 70.91312,50.00000,20.00000,4.43269
341.99100,15.37000, 8.198220e-02, 70.76943,50.00000,20.00000,4.43154
342.28500,15.38000, 8.308513e-02, 70.60738,50.00000,20.00000,4.43039
342.57999,15.39000, 8.417205e-02, 70.49287,50.00000,20.00000,4.42923
342.87601,15.40000, 8.510977e-02, 70.36542,50.00000,20.00000,4.42808
343.17200,15.41000, 8.631442e-02, 70.22066,50.00000,20.00000,4.42692
343.46600,15.42000, 8.745292e-02, 70.05533,50.00000,20.00000,4.42577
343.76199,15.43000, 8.847553e-02, 69.93657,50.00000,20.00000,4.42461
344.05600,15.44000, 8.969850e-02, 69.80361,50.00000,20.00000,4.42346
344.35001,15.45000, 9.082209e-02, 69.65354,50.00000,20.00000,4.42231
344.64499,15.46000, 9.214643e-02, 69.48280,50.00000,20.00000,4.42116
344.94101,15.47000, 9.348822e-02, 69.36181,50.00000,20.00000,4.42000
345.23599,15.48000, 9.476388e-02, 69.22895,50.00000,20.00000,4.41885
345.52899,15.49000, 9.602335e-02, 69.07878,50.00000,20.00000,4.41770
345.82401,15.50000, 9.731703e-02, 68.90814,50.00000,20.00000,4.41655
346.12000,15.51000, 9.881182e-02, 68.78609,50.00000,20.00000,4.41540
346.41400,15.52000,      0.10016, 68.65100,50.00000,20.00000,4.41425
346.70901,15.53000,      0.10152, 68.49978,50.00000,20.00000,4.41310
347.00299,15.54000,      0.10302, 68.32584,50.00000,20.00000,4.41195
347.29999,15.55000,      0.10455, 68.20486,50.00000,20.00000,4.41079
347.59601,15.56000,      0.10598, 68.06880,50.00000,20.00000,4.40964
347.89001,15.57000,      0.10738, 67.91536,50.00000,20.00000,4.40849
348.18799,15.58000,      0.10890, 67.74036,50.00000,20.00000,4.40733
348.48099,15.59000,      0.11041, 67.61725,50.00000,20.00000,4.40619
348.77600,15.60000,      0.11200, 67.48110,50.00000,20.00000,4.40504
349.07101,15.61000,      0.11373, 67.32659,50.00000,20.00000,4.40389
349.36600,15.62000,      0.11549, 67.14840,50.00000,20.00000,4.40274
349.66199,15.63000,      0.11728, 67.02307,50.00000,20.00000,4.40159
349.95700,15.64000,      0.11887, 66.88267,50.00000,20.00000,4.40044
350.25101,15.65000,      0.12059, 66.72603,50.00000,20.00000,4.39930
350.54700,15.66000,      0.12228, 66.54881,50.00000,20.00000,4.39814
350.84100,15.67000,      0.12397, 66.42358,50.00000,20.00000,4.39700
351.13699,15.68000,      0.12568, 66.28424,50.00000,20.00000,4.39585
351.42999,15.69000,      0.12743, 66.12644,50.00000,20.00000,4.39471
351.72699,15.70000,      0.12941, 65.94603,50.00000,20.00000,4.39356
352.02200,15.71000,      0.13117, 65.81645,50.00000,20.00000,4.39241
352.31699,15.72000,      0.13290, 65.67276,50.00000,20.00000,4.39126
352.61401,15.73000,      0.13476, 65.51071,50.00000,20.00000,4.39011
352.90799,15.74000,      0.13653, 65.32924,50.00000,20.00000,4.38897
353.20300,15.75000,      0.13841, 65.20072,50.00000,20.00000,4.38782
353.50000,15.76000,      0.14043, 65.05703,50.00000,20.00000,4.38667
353.79501,15.77000,      0.14247, 64.89498,50.00000,20.00000,4.38552
354.08899,15.78000,      0.14444, 64.71351,50.00000,20.00000,4.38438
354.38699,15.79000,      0.14650, 64.58383,50.00000,20.00000,4.38323
354.68301,15.80000,      0.14860, 64.43802,50.00000,20.00000,4.38208
354.97800,15.81000,      0.15073, 64.27384,50.00000,20.00000,4.38094
355.27100,15.82000,      0.15270, 64.08696,50.00000,20.00000,4.37980
355.56900,15.83000,      0.15477, 63.95409,50.00000,20.00000,4.37865
355.86401,15.84000,      0.15698, 63.80606,50.00000,20.00000,4.37750
356.16000,15.85000,      0.15926, 63.64082,50.00000,20.00000,4.37636
356.45700,15.86000,      0.16142, 63.45393,50.00000,20.00000,4.37521
356.75000,15.87000,      0.16361, 63.32213,50.00000,20.00000,4.37407
357.04599,15.88000,      0.16601, 63.17632,50.00000,20.00000,4.37293
357.34299,15.89000,      0.16845, 63.00992,50.00000,20.00000,4.37178
