#EXPORTTYPE:                 ,DATA ALL                                                     
#FILE:                       ,PYRO_MDF_30_900_N2_05Kmin_recal_02.ngb-ds3                   
#FORMAT:                     ,NETZSCH5                                                     
#FTYPE:                      ,ANSI                                                         
#IDENTITY:                   ,pyro_30_900_N2_5Kmin_MDF_02                                  
#DECIMAL:                    ,POINT                                                        
#SEPARATOR:                  ,COMMA                                                        
#MTYPE:                      ,DSC                                                          
#INSTRUMENT:                 ,NETZSCH STA 449F3                                            
#PROJECT:                    ,pyroboard                                                    
#DATE/TIME:                  ,06.02.2021 13:33:58 (UTC+1)                                  
#CORR. FILE:                 ,Correction for method PYROBOARD_30_900_N2_5Kmin_Recal_cooling
#TEMPCAL:                    ,06-01-2021 09:45                                             
#SENSITIVITY:                ,06-01-2021 10:08                                             
#LABORATORY:                 ,TUPO                                                         
#OPERATOR:                   ,LH                                                           
#REMARK:                     ,                                                             
#SAMPLE:                     ,pyro_30_900_N2_5Kmin_MDF_02                                  
#SAMPLE MASS /mg:            ,10.2924                                                      
#MATERIAL:                   ,MDF                                                          
#REFERENCE:                  ,-----                                                        
#REFERENCE MASS /mg:         ,0                                                            
#TYPE OF CRUCIBLE:           ,Al2O3 85 µl, open                                            
#SAMPLE CRUCIBLE MASS /mg:   ,132.8691                                                     
#REFERENCE CRUCIBLE MASS /mg:,135.12                                                       
#DSC RANGE /µV:              ,5000                                                         
#TG RANGE /mg:               ,35000                                                        
#TAU-R:                      ,---                                                          
#CORR. CODE:                 ,020                                                          
#EXO:                        ,-1                                                           
#RANGE:                      ,30°C/5.0(K/min)/900°C                                        
#SEGMENT:                    ,S2/4                                                         
#SEG. 2:                     ,30°C/5.0(K/min)/900°C                                        

##Temp./°C,Time/min,DSC/(mW/mg),Mass/%,Gas Flow(purge2)/(ml/min),Gas Flow(protective)/(ml/min),Sensit./(uV/mW)
284.07300, 55.84000, 3.434061e-02, 82.47470,50.00000,20.00000,4.81577
284.12299, 55.85000, 3.409602e-02, 82.46382,50.00000,20.00000,4.81553
284.17401, 55.86000, 3.386684e-02, 82.44643,50.00000,20.00000,4.81529
284.22299, 55.87000, 3.368374e-02, 82.42797,50.00000,20.00000,4.81506
284.27200, 55.88000, 3.351603e-02, 82.41388,50.00000,20.00000,4.81482
284.32101, 55.89000, 3.333291e-02, 82.38891,50.00000,20.00000,4.81459
284.37000, 55.90000, 3.318055e-02, 82.37580,50.00000,20.00000,4.81435
284.42300, 55.91000, 3.298213e-02, 82.35413,50.00000,20.00000,4.81410
284.46799, 55.92000, 3.273722e-02, 82.33023,50.00000,20.00000,4.81389
284.52301, 55.93000, 3.258502e-02, 82.31284,50.00000,20.00000,4.81362
284.57001, 55.94000, 3.224773e-02, 82.28456,50.00000,20.00000,4.81340
284.62000, 55.95000, 3.211073e-02, 82.27378,50.00000,20.00000,4.81316
284.67001, 55.96000, 3.185049e-02, 82.25532,50.00000,20.00000,4.81292
284.72101, 55.97000, 3.157486e-02, 82.23569,50.00000,20.00000,4.81268
284.77200, 55.98000, 3.146863e-02, 82.22160,50.00000,20.00000,4.81243
284.82101, 55.99000, 3.125451e-02, 82.19663,50.00000,20.00000,4.81220
284.87201, 56.00000, 3.096340e-02, 82.18575,50.00000,20.00000,4.81196
284.91901, 56.01000, 3.070295e-02, 82.16622,50.00000,20.00000,4.81173
284.97000, 56.02000, 3.041179e-02, 82.14553,50.00000,20.00000,4.81149
285.01999, 56.03000, 3.022841e-02, 82.13037,50.00000,20.00000,4.81125
285.06900, 56.04000, 3.007581e-02, 82.10433,50.00000,20.00000,4.81102
285.11801, 56.05000, 2.986155e-02, 82.09238,50.00000,20.00000,4.81078
285.16901, 56.06000, 2.964733e-02, 82.07169,50.00000,20.00000,4.81054
285.22101, 56.07000, 2.958722e-02, 82.05216,50.00000,20.00000,4.81029
285.26999, 56.08000, 2.944996e-02, 82.03807,50.00000,20.00000,4.81006
285.31799, 56.09000, 2.914314e-02, 82.01310,50.00000,20.00000,4.80983
285.36899, 56.10000, 2.891343e-02, 82.00222,50.00000,20.00000,4.80959
285.41699, 56.11000, 2.876067e-02, 81.98376,50.00000,20.00000,4.80936
285.47101, 56.12000, 2.854642e-02, 81.96423,50.00000,20.00000,4.80910
285.52200, 56.13000, 2.831665e-02, 81.94898,50.00000,20.00000,4.80886
285.57101, 56.14000, 2.813304e-02, 81.92294,50.00000,20.00000,4.80862
285.62000, 56.15000, 2.790316e-02, 81.90992,50.00000,20.00000,4.80839
285.67099, 56.16000, 2.767332e-02, 81.88815,50.00000,20.00000,4.80814
285.72101, 56.17000, 2.753594e-02, 81.86639,50.00000,20.00000,4.80791
285.77100, 56.18000, 2.739854e-02, 81.85016,50.00000,20.00000,4.80767
285.81900, 56.19000, 2.723023e-02, 81.82082,50.00000,20.00000,4.80744
285.87000, 56.20000, 2.706199e-02, 81.80994,50.00000,20.00000,4.80720
285.91901, 56.21000, 2.684742e-02, 81.79041,50.00000,20.00000,4.80696
285.97101, 56.22000, 2.661748e-02, 81.77088,50.00000,20.00000,4.80671
286.01700, 56.23000, 2.652616e-02, 81.75670,50.00000,20.00000,4.80649
286.06799, 56.24000, 2.635785e-02, 81.73280,50.00000,20.00000,4.80625
286.11899, 56.25000, 2.620495e-02, 81.72201,50.00000,20.00000,4.80601
286.16800, 56.26000, 2.583603e-02, 81.70239,50.00000,20.00000,4.80577
286.21600, 56.27000, 2.557503e-02, 81.68072,50.00000,20.00000,4.80555
286.26801, 56.28000, 2.548380e-02, 81.66440,50.00000,20.00000,4.80530
286.32001, 56.29000, 2.526914e-02, 81.63933,50.00000,20.00000,4.80505
286.36899, 56.30000, 2.500810e-02, 81.62854,50.00000,20.00000,4.80482
286.41901, 56.31000, 2.490134e-02, 81.61339,50.00000,20.00000,4.80458
286.46701, 56.32000, 2.471738e-02, 81.60027,50.00000,20.00000,4.80435
286.51700, 56.33000, 2.457973e-02, 81.58405,50.00000,20.00000,4.80411
286.57001, 56.34000, 2.433414e-02, 81.55470,50.00000,20.00000,4.80386
286.61899, 56.35000, 2.416557e-02, 81.54168,50.00000,20.00000,4.80362
286.66901, 56.36000, 2.391986e-02, 81.51992,50.00000,20.00000,4.80339
286.72000, 56.37000, 2.361241e-02, 81.49709,50.00000,20.00000,4.80314
286.76599, 56.38000, 2.349002e-02, 81.48193,50.00000,20.00000,4.80292
286.81799, 56.39000, 2.330602e-02, 81.45696,50.00000,20.00000,4.80268
286.86700, 56.40000, 2.302932e-02, 81.44608,50.00000,20.00000,4.80244
286.91800, 56.41000, 2.290700e-02, 81.42655,50.00000,20.00000,4.80220
286.96701, 56.42000, 2.273831e-02, 81.40692,50.00000,20.00000,4.80197
287.01700, 56.43000, 2.256962e-02, 81.39070,50.00000,20.00000,4.80173
287.06699, 56.44000, 2.232373e-02, 81.35922,50.00000,20.00000,4.80149
287.11700, 56.45000, 2.207781e-02, 81.34610,50.00000,20.00000,4.80125
287.16800, 56.46000, 2.190909e-02, 81.32444,50.00000,20.00000,4.80101
287.21600, 56.47000, 2.169397e-02, 81.30267,50.00000,20.00000,4.80078
287.26700, 56.48000, 2.149433e-02, 81.28645,50.00000,20.00000,4.80054
287.31601, 56.49000, 2.140272e-02, 81.25817,50.00000,20.00000,4.80030
287.36600, 56.50000, 2.131113e-02, 81.24729,50.00000,20.00000,4.80006
287.41599, 56.51000, 2.118864e-02, 81.22883,50.00000,20.00000,4.79983
287.46600, 56.52000, 2.086536e-02, 81.20707,50.00000,20.00000,4.79959
287.51700, 56.53000, 2.065018e-02, 81.19191,50.00000,20.00000,4.79934
287.56699, 56.54000, 2.034229e-02, 81.16587,50.00000,20.00000,4.79911
287.61801, 56.55000, 2.000349e-02, 81.14741,50.00000,20.00000,4.79886
287.66501, 56.56000, 1.998898e-02, 81.12128,50.00000,20.00000,4.79864
287.71899, 56.57000, 1.991281e-02, 81.09961,50.00000,20.00000,4.79838
287.76801, 56.58000, 1.980563e-02, 81.08436,50.00000,20.00000,4.79815
287.81601, 56.59000, 1.971388e-02, 81.05725,50.00000,20.00000,4.79792
287.86801, 56.60000, 1.949859e-02, 81.04530,50.00000,20.00000,4.79767
287.91699, 56.61000, 1.923686e-02, 81.02577,50.00000,20.00000,4.79744
287.96600, 56.62000, 1.899057e-02, 81.00294,50.00000,20.00000,4.79721
288.01700, 56.63000, 1.879064e-02, 80.98554,50.00000,20.00000,4.79696
288.06601, 56.64000, 1.876065e-02, 80.95620,50.00000,20.00000,4.79673
288.11600, 56.65000, 1.848340e-02, 80.94425,50.00000,20.00000,4.79649
288.16501, 56.66000, 1.825247e-02, 80.92472,50.00000,20.00000,4.79626
288.21500, 56.67000, 1.816065e-02, 80.90519,50.00000,20.00000,4.79602
288.26401, 56.68000, 1.805333e-02, 80.89101,50.00000,20.00000,4.79579
288.31299, 56.69000, 1.780689e-02, 80.86497,50.00000,20.00000,4.79555
288.36499, 56.70000, 1.769960e-02, 80.85302,50.00000,20.00000,4.79531
288.41400, 56.71000, 1.743766e-02, 80.83893,50.00000,20.00000,4.79507
288.46500, 56.72000, 1.720665e-02, 80.82261,50.00000,20.00000,4.79483
288.51599, 56.73000, 1.716114e-02, 80.80629,50.00000,20.00000,4.79459
288.56699, 56.74000, 1.710017e-02, 80.77918,50.00000,20.00000,4.79434
288.61499, 56.75000, 1.680720e-02, 80.76830,50.00000,20.00000,4.79412
288.66299, 56.76000, 1.665338e-02, 80.74877,50.00000,20.00000,4.79389
288.71500, 56.77000, 1.657692e-02, 80.72594,50.00000,20.00000,4.79364
288.76599, 56.78000, 1.637672e-02, 80.70961,50.00000,20.00000,4.79340
288.81601, 56.79000, 1.613009e-02, 80.68037,50.00000,20.00000,4.79316
288.86401, 56.80000, 1.597620e-02, 80.66725,50.00000,20.00000,4.79293
288.91501, 56.81000, 1.585328e-02, 80.64558,50.00000,20.00000,4.79269
288.96500, 56.82000, 1.571486e-02, 80.62275,50.00000,20.00000,4.79245
289.01501, 56.83000, 1.553002e-02, 80.60536,50.00000,20.00000,4.79221
289.06500, 56.84000, 1.529876e-02, 80.57602,50.00000,20.00000,4.79197
289.11499, 56.85000, 1.520670e-02, 80.56300,50.00000,20.00000,4.79174
289.16501, 56.86000, 1.508369e-02, 80.54240,50.00000,20.00000,4.79150
289.21600, 56.87000, 1.492975e-02, 80.52287,50.00000,20.00000,4.79126
289.26501, 56.88000, 1.471386e-02, 80.50762,50.00000,20.00000,4.79102
289.31500, 56.89000, 1.452892e-02, 80.48265,50.00000,20.00000,4.79078
289.36301, 56.90000, 1.432846e-02, 80.47177,50.00000,20.00000,4.79056
289.41599, 56.91000, 1.437564e-02, 80.45331,50.00000,20.00000,4.79030
289.46701, 56.92000, 1.426804e-02, 80.43378,50.00000,20.00000,4.79006
289.51599, 56.93000, 1.405207e-02, 80.41852,50.00000,20.00000,4.78983
289.56699, 56.94000, 1.394445e-02, 80.39355,50.00000,20.00000,4.78959
289.61499, 56.95000, 1.377486e-02, 80.38267,50.00000,20.00000,4.78936
289.66400, 56.96000, 1.355884e-02, 80.36314,50.00000,20.00000,4.78912
289.71399, 56.97000, 1.335828e-02, 80.34254,50.00000,20.00000,4.78889
289.76599, 56.98000, 1.325062e-02, 80.32622,50.00000,20.00000,4.78864
289.81500, 56.99000, 1.309646e-02, 80.29795,50.00000,20.00000,4.78841
289.86801, 57.00000, 1.291137e-02, 80.27842,50.00000,20.00000,4.78815
289.91599, 57.01000, 1.274169e-02, 80.24917,50.00000,20.00000,4.78793
289.96600, 57.02000, 1.261846e-02, 80.22527,50.00000,20.00000,4.78769
290.01801, 57.03000, 1.244879e-02, 80.20788,50.00000,20.00000,4.78744
290.06500, 57.04000, 1.231001e-02, 80.17854,50.00000,20.00000,4.78722
290.11499, 57.05000, 1.204738e-02, 80.16659,50.00000,20.00000,4.78698
290.16599, 57.06000, 1.198604e-02, 80.14706,50.00000,20.00000,4.78674
290.21600, 57.07000, 1.175434e-02, 80.12530,50.00000,20.00000,4.78650
290.26801, 57.08000, 1.166202e-02, 80.11014,50.00000,20.00000,4.78625
290.31601, 57.09000, 1.163160e-02, 80.08400,50.00000,20.00000,4.78602
290.36801, 57.10000, 1.139987e-02, 80.06992,50.00000,20.00000,4.78578
290.41400, 57.11000, 1.115255e-02, 80.04708,50.00000,20.00000,4.78556
290.46500, 57.12000, 1.090527e-02, 80.02425,50.00000,20.00000,4.78531
290.51401, 57.13000, 1.075089e-02, 79.99714,50.00000,20.00000,4.78508
290.56500, 57.14000, 1.075144e-02, 79.96460,50.00000,20.00000,4.78484
290.61301, 57.15000, 1.053505e-02, 79.95158,50.00000,20.00000,4.78461
290.66501, 57.16000, 1.041165e-02, 79.93088,50.00000,20.00000,4.78436
290.71600, 57.17000, 1.027273e-02, 79.91135,50.00000,20.00000,4.78412
290.76599, 57.18000, 1.016477e-02, 79.89503,50.00000,20.00000,4.78388
290.81799, 57.19000, 9.932858e-03, 79.86685,50.00000,20.00000,4.78364
290.86700, 57.20000, 9.762878e-03, 79.85374,50.00000,20.00000,4.78340
290.91800, 57.21000, 9.577404e-03, 79.83207,50.00000,20.00000,4.78316
290.96500, 57.22000, 9.376376e-03, 79.80924,50.00000,20.00000,4.78294
291.01599, 57.23000, 9.144367e-03, 79.79185,50.00000,20.00000,4.78270
291.06699, 57.24000, 9.175830e-03, 79.76250,50.00000,20.00000,4.78245
291.11499, 57.25000, 9.005762e-03, 79.75172,50.00000,20.00000,4.78223
291.16699, 57.26000, 8.727205e-03, 79.73209,50.00000,20.00000,4.78198
291.21399, 57.27000, 8.479580e-03, 79.71907,50.00000,20.00000,4.78175
291.26599, 57.28000, 8.278482e-03, 79.71043,50.00000,20.00000,4.78151
291.31601, 57.29000, 8.123858e-03, 79.68429,50.00000,20.00000,4.78127
291.36600, 57.30000, 8.015731e-03, 79.67020,50.00000,20.00000,4.78103
291.41599, 57.31000, 7.861079e-03, 79.64737,50.00000,20.00000,4.78080
291.46500, 57.32000, 7.737415e-03, 79.62891,50.00000,20.00000,4.78056
291.51501, 57.33000, 7.660266e-03, 79.61482,50.00000,20.00000,4.78032
291.56699, 57.34000, 7.490081e-03, 79.58665,50.00000,20.00000,4.78008
291.61600, 57.35000, 7.304347e-03, 79.57576,50.00000,20.00000,4.77985
291.66599, 57.36000, 7.118603e-03, 79.55623,50.00000,20.00000,4.77961
291.71600, 57.37000, 6.948350e-03, 79.53447,50.00000,20.00000,4.77937
291.76801, 57.38000, 6.700541e-03, 79.51815,50.00000,20.00000,4.77912
291.81500, 57.39000, 6.530230e-03, 79.48881,50.00000,20.00000,4.77890
291.86499, 57.40000, 6.437483e-03, 79.46811,50.00000,20.00000,4.77866
291.91299, 57.41000, 6.251637e-03, 79.43877,50.00000,20.00000,4.77843
291.96600, 57.42000, 6.158884e-03, 79.41603,50.00000,20.00000,4.77818
292.01501, 57.43000, 5.973012e-03, 79.39971,50.00000,20.00000,4.77795
292.06500, 57.44000, 5.818158e-03, 79.37037,50.00000,20.00000,4.77771
292.11499, 57.45000, 5.647772e-03, 79.35735,50.00000,20.00000,4.77748
292.16501, 57.46000, 5.446337e-03, 79.33559,50.00000,20.00000,4.77724
292.21399, 57.47000, 5.198324e-03, 79.31062,50.00000,20.00000,4.77701
292.26401, 57.48000, 4.996846e-03, 79.29322,50.00000,20.00000,4.77677
292.31400, 57.49000, 4.779830e-03, 79.26728,50.00000,20.00000,4.77653
292.36499, 57.50000, 4.640395e-03, 79.26398,50.00000,20.00000,4.77629
292.41299, 57.51000, 4.609575e-03, 79.24231,50.00000,20.00000,4.77606
292.46600, 57.52000, 4.470127e-03, 79.21948,50.00000,20.00000,4.77581
292.51501, 57.53000, 4.190948e-03, 79.20209,50.00000,20.00000,4.77558
292.56400, 57.54000, 4.051447e-03, 79.16187,50.00000,20.00000,4.77534
292.61401, 57.55000, 3.927460e-03, 79.14554,50.00000,20.00000,4.77511
292.66299, 57.56000, 3.694786e-03, 79.12601,50.00000,20.00000,4.77487
292.71500, 57.57000, 3.524201e-03, 79.10648,50.00000,20.00000,4.77463
292.76300, 57.58000, 3.384636e-03, 79.09240,50.00000,20.00000,4.77440
292.81400, 57.59000, 3.167435e-03, 79.06412,50.00000,20.00000,4.77416
292.86499, 57.60000, 3.027849e-03, 79.05324,50.00000,20.00000,4.77392
292.91400, 57.61000, 2.903771e-03, 79.03371,50.00000,20.00000,4.77368
292.96399, 57.62000, 2.748626e-03, 79.01088,50.00000,20.00000,4.77345
293.01300, 57.63000, 2.640051e-03, 78.98698,50.00000,20.00000,4.77321
293.06100, 57.64000, 2.453812e-03, 78.95229,50.00000,20.00000,4.77298
293.11301, 57.65000, 2.329689e-03, 78.93918,50.00000,20.00000,4.77274
293.16299, 57.66000, 2.003632e-03, 78.91751,50.00000,20.00000,4.77250
293.21201, 57.67000, 1.988197e-03, 78.89254,50.00000,20.00000,4.77227
293.26199, 57.68000, 1.972762e-03, 78.87408,50.00000,20.00000,4.77203
293.31201, 57.69000, 1.770914e-03, 78.84143,50.00000,20.00000,4.77179
293.36301, 57.70000, 1.584582e-03, 78.82735,50.00000,20.00000,4.77155
293.41199, 57.71000, 1.413765e-03, 78.80344,50.00000,20.00000,4.77132
293.46201, 57.72000, 1.196322e-03, 78.78061,50.00000,20.00000,4.77108
293.51099, 57.73000, 1.056544e-03, 78.76439,50.00000,20.00000,4.77085
293.56299, 57.74000, 8.546014e-04, 78.73611,50.00000,20.00000,4.77060
293.61301, 57.75000, 6.526372e-04, 78.72309,50.00000,20.00000,4.77037
293.66199, 57.76000, 5.749703e-04, 78.70026,50.00000,20.00000,4.77013
293.70999, 57.77000, 6.216192e-04, 78.67529,50.00000,20.00000,4.76991
293.76099, 57.78000, 4.817793e-04, 78.65790,50.00000,20.00000,4.76966
293.80899, 57.79000, 3.263822e-04, 78.62749,50.00000,20.00000,4.76944
293.85999, 57.80000, 1.398852e-04, 78.61447,50.00000,20.00000,4.76919
293.91199, 57.81000,-9.326160e-05, 78.59378,50.00000,20.00000,4.76895
293.96100, 57.82000,-2.797984e-04, 78.57425,50.00000,20.00000,4.76872
294.01001, 57.83000,-4.508084e-04, 78.56123,50.00000,20.00000,4.76848
294.06000, 57.84000,-5.751979e-04, 78.54170,50.00000,20.00000,4.76825
294.11099, 57.85000,-7.306938e-04, 78.52868,50.00000,20.00000,4.76800
294.16199, 57.86000,-8.240156e-04, 78.50691,50.00000,20.00000,4.76776
294.20901, 57.87000,-8.862470e-04, 78.48408,50.00000,20.00000,4.76754
294.26001, 57.88000,-9.795858e-04, 78.46786,50.00000,20.00000,4.76730
294.31000, 57.89000,-1.243980e-03, 78.43745,50.00000,20.00000,4.76706
294.35999, 57.90000,-1.415098e-03, 78.42326,50.00000,20.00000,4.76682
294.41199, 57.91000,-1.586238e-03, 78.39615,50.00000,20.00000,4.76658
294.46100, 57.92000,-1.524107e-03, 78.37118,50.00000,20.00000,4.76635
294.51099, 57.93000,-1.617500e-03, 78.35156,50.00000,20.00000,4.76611
294.56201, 57.94000,-1.710904e-03, 78.32989,50.00000,20.00000,4.76587
294.61099, 57.95000,-1.850977e-03, 78.30599,50.00000,20.00000,4.76564
294.66199, 57.96000,-2.053289e-03, 78.27995,50.00000,20.00000,4.76539
294.71100, 57.97000,-2.317840e-03, 78.26256,50.00000,20.00000,4.76516
294.76199, 57.98000,-2.504638e-03, 78.24186,50.00000,20.00000,4.76492
294.81000, 57.99000,-2.722563e-03, 78.22234,50.00000,20.00000,4.76469
294.85999, 58.00000,-2.816048e-03, 78.19737,50.00000,20.00000,4.76445
294.91101, 58.01000,-2.987340e-03, 78.17240,50.00000,20.00000,4.76421
294.96301, 58.02000,-3.111973e-03, 78.13654,50.00000,20.00000,4.76397
295.01001, 58.03000,-3.189922e-03, 78.12352,50.00000,20.00000,4.76374
295.06000, 58.04000,-3.236765e-03, 78.10283,50.00000,20.00000,4.76351
295.10999, 58.05000,-3.345860e-03, 78.08009,50.00000,20.00000,4.76327
295.16000, 58.06000,-3.579470e-03, 78.06270,50.00000,20.00000,4.76303
295.21100, 58.07000,-3.922053e-03, 78.03336,50.00000,20.00000,4.76279
295.26199, 58.08000,-3.875559e-03, 78.02141,50.00000,20.00000,4.76255
295.30899, 58.09000,-3.891305e-03, 78.00081,50.00000,20.00000,4.76233
295.35999, 58.10000,-4.109426e-03, 77.97905,50.00000,20.00000,4.76209
295.41101, 58.11000,-4.171902e-03, 77.96273,50.00000,20.00000,4.76184
295.45999, 58.12000,-4.312213e-03, 77.93018,50.00000,20.00000,4.76161
295.51099, 58.13000,-4.421410e-03, 77.91172,50.00000,20.00000,4.76137
295.56100, 58.14000,-4.701874e-03, 77.88995,50.00000,20.00000,4.76113
295.61301, 58.15000,-4.779967e-03, 77.86722,50.00000,20.00000,4.76089
295.65900, 58.16000,-4.842468e-03, 77.84108,50.00000,20.00000,4.76067
295.70999, 58.17000,-5.029571e-03, 77.82699,50.00000,20.00000,4.76043
295.75900, 58.18000,-5.029816e-03, 77.80640,50.00000,20.00000,4.76020
295.81000, 58.19000,-5.170228e-03, 77.78570,50.00000,20.00000,4.75996
295.85800, 58.20000,-5.357360e-03, 77.76938,50.00000,20.00000,4.75973
295.91101, 58.21000,-5.435515e-03, 77.74013,50.00000,20.00000,4.75948
295.95999, 58.22000,-5.716135e-03, 77.72595,50.00000,20.00000,4.75924
296.00699, 58.23000,-5.856587e-03, 77.70321,50.00000,20.00000,4.75902
296.05899, 58.24000,-6.059388e-03, 77.67708,50.00000,20.00000,4.75878
296.10800, 58.25000,-6.121994e-03, 77.65862,50.00000,20.00000,4.75854
296.15900, 58.26000,-6.184618e-03, 77.62714,50.00000,20.00000,4.75830
296.20999, 58.27000,-6.309565e-03, 77.60431,50.00000,20.00000,4.75806
296.25800, 58.28000,-6.341026e-03, 77.57934,50.00000,20.00000,4.75783
296.30899, 58.29000,-6.481574e-03, 77.55650,50.00000,20.00000,4.75759
296.35699, 58.30000,-6.622117e-03, 77.53921,50.00000,20.00000,4.75737
296.40799, 58.31000,-6.825022e-03, 77.50763,50.00000,20.00000,4.75712
296.45801, 58.32000,-7.074690e-03, 77.49354,50.00000,20.00000,4.75689
296.50699, 58.33000,-7.199705e-03, 77.47071,50.00000,20.00000,4.75666
296.56000, 58.34000,-7.402684e-03, 77.44904,50.00000,20.00000,4.75640
296.60901, 58.35000,-7.465387e-03, 77.43379,50.00000,20.00000,4.75617
296.65900, 58.36000,-7.543689e-03, 77.40561,50.00000,20.00000,4.75594
296.70901, 58.37000,-7.684346e-03, 77.39250,50.00000,20.00000,4.75570
296.75800, 58.38000,-7.793834e-03, 77.37083,50.00000,20.00000,4.75547
296.80701, 58.39000,-7.825391e-03, 77.34800,50.00000,20.00000,4.75524
296.85901, 58.40000,-7.919332e-03, 77.33061,50.00000,20.00000,4.75499
296.90799, 58.41000,-8.169158e-03, 77.29262,50.00000,20.00000,4.75476
296.95700, 58.42000,-8.325463e-03, 77.27309,50.00000,20.00000,4.75453
297.00900, 58.43000,-8.357077e-03, 77.25239,50.00000,20.00000,4.75428
297.05600, 58.44000,-8.544576e-03, 77.22966,50.00000,20.00000,4.75406
297.10901, 58.45000,-8.654178e-03, 77.21334,50.00000,20.00000,4.75381
297.15799, 58.46000,-8.763757e-03, 77.18293,50.00000,20.00000,4.75358
297.20901, 58.47000,-8.873365e-03, 77.16884,50.00000,20.00000,4.75333
297.25800, 58.48000,-9.076538e-03, 77.14163,50.00000,20.00000,4.75310
297.30600, 58.49000,-9.264125e-03, 77.11666,50.00000,20.00000,4.75288
297.35901, 58.50000,-9.404987e-03, 77.09713,50.00000,20.00000,4.75262
297.40701, 58.51000,-9.296252e-03, 77.07537,50.00000,20.00000,4.75240
297.45901, 58.52000,-9.343529e-03, 77.06225,50.00000,20.00000,4.75215
297.50800, 58.53000,-9.484378e-03, 77.03952,50.00000,20.00000,4.75192
297.56100, 58.54000,-9.547279e-03, 77.02650,50.00000,20.00000,4.75167
297.60800, 58.55000,-9.672535e-03, 77.00590,50.00000,20.00000,4.75145
297.65799, 58.56000,-9.813430e-03, 76.98521,50.00000,20.00000,4.75121
297.70801, 58.57000,-9.860726e-03, 76.96888,50.00000,20.00000,4.75097
297.75900, 58.58000,-1.003286e-02, 76.94071,50.00000,20.00000,4.75073
297.81000, 58.59000,-1.017381e-02, 76.92983,50.00000,20.00000,4.75049
297.85699, 58.60000,-1.033033e-02, 76.91574,50.00000,20.00000,4.75027
297.90900, 58.61000,-1.045571e-02, 76.88960,50.00000,20.00000,4.75002
297.95801, 58.62000,-1.061228e-02, 76.87007,50.00000,20.00000,4.74979
298.00900, 58.63000,-1.073768e-02, 76.83752,50.00000,20.00000,4.74955
298.06000, 58.64000,-1.084748e-02, 76.82334,50.00000,20.00000,4.74931
298.10800, 58.65000,-1.089482e-02, 76.79944,50.00000,20.00000,4.74908
298.15799, 58.66000,-1.103585e-02, 76.77447,50.00000,20.00000,4.74885
298.21100, 58.67000,-1.122375e-02, 76.75708,50.00000,20.00000,4.74860
298.25800, 58.68000,-1.130233e-02, 76.72783,50.00000,20.00000,4.74837
298.30899, 58.69000,-1.142780e-02, 76.71472,50.00000,20.00000,4.74813
298.35901, 58.70000,-1.160011e-02, 76.68537,50.00000,20.00000,4.74790
298.40900, 58.71000,-1.167875e-02, 76.66264,50.00000,20.00000,4.74766
298.45999, 58.72000,-1.177303e-02, 76.64738,50.00000,20.00000,4.74742
298.51099, 58.73000,-1.183609e-02, 76.61590,50.00000,20.00000,4.74718
298.56000, 58.74000,-1.191474e-02, 76.60182,50.00000,20.00000,4.74695
298.60901, 58.75000,-1.208710e-02, 76.57461,50.00000,20.00000,4.74672
298.66101, 58.76000,-1.219705e-02, 76.54857,50.00000,20.00000,4.74647
298.70901, 58.77000,-1.232258e-02, 76.52904,50.00000,20.00000,4.74624
298.76001, 58.78000,-1.246377e-02, 76.50728,50.00000,20.00000,4.74600
298.81000, 58.79000,-1.254249e-02, 76.48454,50.00000,20.00000,4.74577
298.85800, 58.80000,-1.258995e-02, 76.46171,50.00000,20.00000,4.74554
298.91000, 58.81000,-1.263746e-02, 76.44432,50.00000,20.00000,4.74529
298.95901, 58.82000,-1.280992e-02, 76.42586,50.00000,20.00000,4.74506
299.01099, 58.83000,-1.290432e-02, 76.40517,50.00000,20.00000,4.74482
299.05899, 58.84000,-1.309242e-02, 76.38020,50.00000,20.00000,4.74459
299.11099, 58.85000,-1.321809e-02, 76.36067,50.00000,20.00000,4.74434
299.16199, 58.86000,-1.335938e-02, 76.33783,50.00000,20.00000,4.74410
299.20999, 58.87000,-1.345378e-02, 76.31073,50.00000,20.00000,4.74388
299.26001, 58.88000,-1.353258e-02, 76.27925,50.00000,20.00000,4.74364
299.31100, 58.89000,-1.365828e-02, 76.25962,50.00000,20.00000,4.74340
299.36200, 58.90000,-1.369023e-02, 76.23795,50.00000,20.00000,4.74316
299.41199, 58.91000,-1.390972e-02, 76.21512,50.00000,20.00000,4.74292
299.45999, 58.92000,-1.406668e-02, 76.19015,50.00000,20.00000,4.74270
299.51300, 58.93000,-1.405179e-02, 76.17276,50.00000,20.00000,4.74245
299.56100, 58.94000,-1.409936e-02, 76.15216,50.00000,20.00000,4.74222
299.61099, 58.95000,-1.427201e-02, 76.12933,50.00000,20.00000,4.74198
299.66000, 58.96000,-1.441340e-02, 76.10980,50.00000,20.00000,4.74175
299.71100, 58.97000,-1.432033e-02, 76.09892,50.00000,20.00000,4.74151
299.76099, 58.98000,-1.436795e-02, 76.07822,50.00000,20.00000,4.74127
299.81201, 58.99000,-1.444686e-02, 76.05549,50.00000,20.00000,4.74103
299.86099, 59.00000,-1.458828e-02, 76.02935,50.00000,20.00000,4.74080
299.91299, 59.01000,-1.482359e-02, 76.00982,50.00000,20.00000,4.74056
